INFO 2025-05-20 10:35:22,796 autoreload 91915 8462421120 Watching for file changes with StatReloader
INFO 2025-05-20 15:04:29,208 basehttp 91915 6209253376 "GET /api/crypto/technical-indicators/BTCUSDT/?language=ko-KR HTTP/1.1" 200 3053
INFO 2025-05-20 15:04:31,240 basehttp 91915 6175600640 "PUT /api/auth/profile/ HTTP/1.1" 200 219
INFO 2025-05-20 15:04:31,244 basehttp 91915 6209253376 "PUT /api/auth/profile/ HTTP/1.1" 200 219
INFO 2025-05-20 15:04:31,253 basehttp 91915 6192427008 "GET /api/crypto/technical-indicators/BTCUSDT/?language=ko-KR HTTP/1.1" 200 3053
INFO 2025-05-20 15:04:32,851 basehttp 91915 6192427008 "GET /api/crypto/technical-indicators/BTCUSDT/?language=ja-JP HTTP/1.1" 200 3334
INFO 2025-05-20 15:04:32,876 basehttp 91915 6192427008 "GET /api/crypto/technical-indicators/BTCUSDT/?language=ja-JP HTTP/1.1" 200 3334
INFO 2025-05-20 15:04:33,512 basehttp 91915 6175600640 "PUT /api/auth/profile/ HTTP/1.1" 200 219
INFO 2025-05-20 15:04:33,516 basehttp 91915 6192427008 "GET /api/auth/profile/ HTTP/1.1" 200 194
INFO 2025-05-20 15:04:33,526 basehttp 91915 6209253376 "GET /api/crypto/technical-indicators/BTCUSDT/?language=ja-JP HTTP/1.1" 200 3334
INFO 2025-05-20 15:04:33,542 basehttp 91915 6192427008 "GET /api/crypto/technical-indicators/BTCUSDT/?language=ja-JP HTTP/1.1" 200 3334
INFO 2025-05-20 15:04:35,112 basehttp 91915 6175600640 "PUT /api/auth/profile/ HTTP/1.1" 200 219
INFO 2025-05-20 15:04:35,113 basehttp 91915 6192427008 "PUT /api/auth/profile/ HTTP/1.1" 200 219
INFO 2025-05-20 15:04:35,121 basehttp 91915 6209253376 "GET /api/crypto/technical-indicators/BTCUSDT/?language=ja-JP HTTP/1.1" 200 3334
INFO 2025-05-20 15:04:35,139 basehttp 91915 6192427008 "GET /api/crypto/technical-indicators/BTCUSDT/?language=ja-JP HTTP/1.1" 200 3334
WARNING 2025-05-20 15:04:36,723 log 91915 6192427008 Not Found: /api/crypto/technical-indicators/BTCUSDT/
WARNING 2025-05-20 15:04:36,723 basehttp 91915 6192427008 "GET /api/crypto/technical-indicators/BTCUSDT/?language=zh-CN HTTP/1.1" 404 108
WARNING 2025-05-20 15:04:36,749 log 91915 6192427008 Not Found: /api/crypto/technical-indicators/BTCUSDT/
WARNING 2025-05-20 15:04:36,749 basehttp 91915 6192427008 "GET /api/crypto/technical-indicators/BTCUSDT/?language=zh-CN HTTP/1.1" 404 108
INFO 2025-05-20 15:04:50,477 basehttp 91915 6192427008 "GET /api/crypto/get_report/BTCUSDT/?language=zh-CN&_t=1747753477319 HTTP/1.1" 200 2173
INFO 2025-05-20 15:04:51,432 basehttp 91915 6175600640 "GET /api/crypto/technical-indicators/BTCUSDT/?language=zh-CN HTTP/1.1" 200 2473
INFO 2025-05-20 15:04:52,463 basehttp 91915 6175600640 "GET /api/crypto/technical-indicators/BTCUSDT/?language=zh-CN HTTP/1.1" 200 2473
INFO 2025-05-21 12:49:04,838 autoreload 91915 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/models.py changed, reloading.
INFO 2025-05-21 12:49:05,798 autoreload 61994 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:49:26,683 autoreload 61994 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/models.py changed, reloading.
INFO 2025-05-21 12:49:27,118 autoreload 62051 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:49:56,716 autoreload 62051 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/admin.py changed, reloading.
INFO 2025-05-21 12:49:57,146 autoreload 62110 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:50:29,684 autoreload 62110 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/serializers.py changed, reloading.
INFO 2025-05-21 12:50:30,754 autoreload 62396 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:50:46,365 autoreload 62396 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/serializers.py changed, reloading.
INFO 2025-05-21 12:50:46,968 autoreload 62457 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:51:04,100 autoreload 62457 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/serializers.py changed, reloading.
INFO 2025-05-21 12:51:04,569 autoreload 62497 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:51:26,889 autoreload 62497 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/views.py changed, reloading.
INFO 2025-05-21 12:51:27,693 autoreload 62533 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:52:00,151 autoreload 62533 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/views.py changed, reloading.
INFO 2025-05-21 12:52:00,679 autoreload 62599 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:52:21,351 autoreload 62599 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/views.py changed, reloading.
INFO 2025-05-21 12:52:21,966 autoreload 62635 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:52:43,389 autoreload 62635 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/urls.py changed, reloading.
INFO 2025-05-21 12:52:43,835 autoreload 62688 8462421120 Watching for file changes with StatReloader
WARNING 2025-05-21 12:54:09,861 log 62688 6207696896 Unauthorized: /api/auth/generate-invitation-code/
WARNING 2025-05-21 12:54:09,862 basehttp 62688 6207696896 "POST /api/auth/generate-invitation-code/ HTTP/1.1" 401 34
INFO 2025-05-21 12:54:15,533 basehttp 62688 6207696896 "POST /api/auth/login/ HTTP/1.1" 200 294
INFO 2025-05-21 12:54:22,709 basehttp 62688 6207696896 "POST /api/auth/generate-invitation-code/ HTTP/1.1" 201 110
INFO 2025-05-21 12:55:16,307 basehttp 62688 6224523264 "GET /admin/CryptoAnalyst/invitationcode/ HTTP/1.1" 302 0
INFO 2025-05-21 12:55:16,455 basehttp 62688 6224523264 "GET /admin/login/?next=/admin/CryptoAnalyst/invitationcode/ HTTP/1.1" 200 4246
INFO 2025-05-21 12:55:23,038 basehttp 62688 6224523264 "POST /admin/login/?next=/admin/CryptoAnalyst/invitationcode/ HTTP/1.1" 302 0
WARNING 2025-05-21 12:55:23,202 log 62688 6224523264 Not Found: /admin/CryptoAnalyst/invitationcode/
WARNING 2025-05-21 12:55:23,202 basehttp 62688 6224523264 "GET /admin/CryptoAnalyst/invitationcode/ HTTP/1.1" 404 5996
INFO 2025-05-21 12:55:29,167 basehttp 62688 6224523264 "GET /admin/ HTTP/1.1" 200 10438
INFO 2025-05-21 12:55:29,217 basehttp 62688 6224523264 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-05-21 12:55:29,243 basehttp 62688 6224523264 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-05-21 12:55:29,244 basehttp 62688 6258176000 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-05-21 12:55:29,248 basehttp 62688 6275002368 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2025-05-21 12:55:29,251 basehttp 62688 6241349632 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-05-21 12:55:29,271 basehttp 62688 6275002368 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:29,273 basehttp 62688 6241349632 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:29,278 basehttp 62688 6275002368 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-05-21 12:55:29,279 basehttp 62688 6241349632 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,784 basehttp 62688 6224523264 "GET /admin/user/invitationcode/ HTTP/1.1" 200 15308
INFO 2025-05-21 12:55:33,828 basehttp 62688 6241349632 "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,829 basehttp 62688 6275002368 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,832 basehttp 62688 6258176000 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,837 basehttp 62688 6291828736 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,837 basehttp 62688 6241349632 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,839 basehttp 62688 13035925504 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,841 basehttp 62688 6275002368 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,844 basehttp 62688 6258176000 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,844 basehttp 62688 13035925504 "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,846 basehttp 62688 6275002368 "GET /static/admin/img/icon-no.svg HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,852 basehttp 62688 6291828736 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,875 basehttp 62688 6224523264 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:55:33,907 basehttp 62688 6224523264 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,908 basehttp 62688 6291828736 "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-05-21 12:55:33,917 basehttp 62688 6291828736 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2025-05-21 12:55:39,062 basehttp 62688 6224523264 "GET /admin/user/invitationcode/add/ HTTP/1.1" 200 17171
INFO 2025-05-21 12:55:39,099 basehttp 62688 6224523264 "GET /static/admin/css/forms.css HTTP/1.1" 200 9090
INFO 2025-05-21 12:55:39,101 basehttp 62688 6258176000 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2025-05-21 12:55:39,102 basehttp 62688 6275002368 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2025-05-21 12:55:39,106 basehttp 62688 6241349632 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:55:39,138 basehttp 62688 6275002368 "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 200 392
INFO 2025-05-21 12:55:39,138 basehttp 62688 6241349632 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11800
INFO 2025-05-21 12:55:39,141 basehttp 62688 6275002368 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2025-05-21 12:55:46,526 basehttp 62688 6224523264 "GET /admin/user/invitationcode/ HTTP/1.1" 200 15308
INFO 2025-05-21 12:55:46,549 basehttp 62688 6224523264 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:55:47,759 basehttp 62688 6224523264 "GET /admin/user/invitationrecord/ HTTP/1.1" 200 11840
INFO 2025-05-21 12:55:47,801 basehttp 62688 6224523264 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:55:49,952 basehttp 62688 6224523264 "GET /admin/user/invitationcode/ HTTP/1.1" 200 15308
INFO 2025-05-21 12:55:49,995 basehttp 62688 6224523264 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:56:02,709 basehttp 62688 6224523264 "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2025-05-21 12:56:02,796 basehttp 62688 6241349632 "GET /api/auth/profile/ HTTP/1.1" 200 234
INFO 2025-05-21 12:56:02,816 basehttp 62688 6224523264 "PUT /api/auth/profile/ HTTP/1.1" 200 259
INFO 2025-05-21 12:56:02,824 basehttp 62688 6258176000 "GET /api/crypto/technical-indicators/BTCUSDT/?language=zh-CN HTTP/1.1" 200 2471
INFO 2025-05-21 12:56:02,856 basehttp 62688 6241349632 "GET /api/crypto/technical-indicators/BTCUSDT/?language=zh-CN HTTP/1.1" 200 2471
INFO 2025-05-21 12:56:02,915 basehttp 62688 6241349632 "GET /api/crypto/technical-indicators/BTCUSDT/?language=zh-CN HTTP/1.1" 200 2471
INFO 2025-05-21 12:56:21,967 basehttp 62688 6224523264 "POST /api/auth/send-code/ HTTP/1.1" 200 51
INFO 2025-05-21 12:56:55,989 basehttp 62688 6224523264 "POST /api/auth/register/ HTTP/1.1" 201 269
INFO 2025-05-21 12:57:06,359 basehttp 62688 6224523264 "GET /admin/user/invitationrecord/ HTTP/1.1" 200 13887
INFO 2025-05-21 12:57:06,405 basehttp 62688 6224523264 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:57:15,303 basehttp 62688 6224523264 "GET /admin/user/systemsetting/ HTTP/1.1" 200 12709
INFO 2025-05-21 12:57:15,369 basehttp 62688 6224523264 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:57:21,782 basehttp 62688 6224523264 "GET /admin/user/invitationrecord/ HTTP/1.1" 200 13887
INFO 2025-05-21 12:57:21,797 basehttp 62688 6224523264 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:57:23,999 basehttp 62688 6224523264 "GET /admin/user/verificationcode/ HTTP/1.1" 200 14316
INFO 2025-05-21 12:57:24,041 basehttp 62688 6224523264 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:57:35,021 basehttp 62688 6224523264 "GET /admin/user/invitationrecord/ HTTP/1.1" 200 13887
INFO 2025-05-21 12:57:35,105 basehttp 62688 6224523264 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 12:57:50,602 basehttp 62688 6224523264 "POST /api/auth/generate-invitation-code/ HTTP/1.1" 201 110
INFO 2025-05-21 12:59:09,895 autoreload 62688 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/views.py changed, reloading.
INFO 2025-05-21 12:59:10,451 autoreload 63704 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:59:17,201 autoreload 63704 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/serializers.py changed, reloading.
INFO 2025-05-21 12:59:17,903 autoreload 63728 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:59:25,108 autoreload 63728 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/models.py changed, reloading.
INFO 2025-05-21 12:59:25,533 autoreload 63738 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:59:32,518 autoreload 63738 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/models.py changed, reloading.
INFO 2025-05-21 12:59:33,010 autoreload 63773 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 12:59:53,319 basehttp 63773 6164082688 "POST /api/auth/generate-invitation-code/ HTTP/1.1" 201 110
INFO 2025-05-21 12:59:54,474 basehttp 63773 6164082688 "POST /api/auth/generate-invitation-code/ HTTP/1.1" 201 110
WARNING 2025-05-21 13:00:13,794 log 63773 6164082688 Unauthorized: /api/auth/generate-invitation-code/
WARNING 2025-05-21 13:00:13,795 basehttp 63773 6164082688 "POST /api/auth/generate-invitation-code/ HTTP/1.1" 401 34
INFO 2025-05-21 13:00:26,688 basehttp 63773 6164082688 "GET /api/auth/generate-invitation-code/ HTTP/1.1" 200 109
INFO 2025-05-21 13:00:31,483 basehttp 63773 6164082688 "GET /api/auth/generate-invitation-code/ HTTP/1.1" 200 109
INFO 2025-05-21 13:00:32,255 basehttp 63773 6164082688 "GET /api/auth/generate-invitation-code/ HTTP/1.1" 200 109
INFO 2025-05-21 13:00:32,898 basehttp 63773 6164082688 "GET /api/auth/generate-invitation-code/ HTTP/1.1" 200 109
INFO 2025-05-21 13:01:41,302 basehttp 63773 6180909056 "POST /api/auth/send-code/ HTTP/1.1" 200 51
INFO 2025-05-21 13:02:24,154 basehttp 63773 6180909056 "GET /api/auth/generate-invitation-code/ HTTP/1.1" 200 109
INFO 2025-05-21 13:02:28,480 basehttp 63773 6197735424 "POST /api/auth/register/ HTTP/1.1" 201 268
